Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
42,95,97,6,5,36,40,51
97,90,92,11,56,39,75,1
31,84,16,31,4,53,37,50
81,30,95,86,69,45,29,83
49,80,10,55,56,47,21,48
66,94,30,40,34,16,29,76
15,18,27,27,93,79,22,10
55,7,23,27,71,82,21,8
21,85,94,98,56,94,80,38
30,5,84,94,49,54,88,76
65,21,75,14,93,14,15,62
2,1,50,51,82,15,57,99
58,51,29,70,6,29,85,90
19,74,11,20,34,32,25,60
78,5,73,65,75,69,99,45
39,6,67,21,6,98,15,66
44,12,41,16,54,63,17,54
70,5,10,75,41,9,88,94
22,9,31,24,87,6,9,1
75,75,96,59,15,90,28,79
1,7,66,51,94,72,56,2
96,89,14,36,12,63,88,96
54,21,58,28,54,48,90,1
42,56,95,40,65,52,90,74
34,29,81,79,82,67,49,11
56,22,84,11,60,7,37,67
10,13,63,25,62,87,96,82
49,59,52,39,52,24,40,96
41,91,25,92,62,17,35,84
34,83,28,87,43,61,74,1
65,48,66,78,32,46,87,20
41,3,73,75,16,37,56,83
9,21,77,87,89,33,86,32
29,76,54,31,32,48,63,50
74,8,64,40,77,32,34,17
33,61,77,58,99,46,11,29
29,32,94,30,32,73,26,26
85,38,51,52,45,59,47,12
29,25,42,86,16,6,67,17
39,48,64,86,32,94,31,67
19,92,28,61,37,60,20,28
33,91,64,23,88,87,61,48
27,23,57,81,48,24,27,92
21,20,60,43,4,23,4,25
30,39,2,80,64,64,29,71
53,63,91,57,64,49,31,88
57,63,93,76,70,16,68,47
1,52,5,52,90,95,80,17
93,11,82,37,33,65,69,26
85,33,97,57,60,67,84,15
60,40,65,89,83,48,3,1
18,47,94,84,54,77,71,53
7,49,68,39,75,75,59,45
90,58,99,81,51,84,46,32
30,19,20,19,36,64,39,33
40,57,54,32,52,48,23,94
77,29,24,37,13,57,87,81
70,16,17,59,63,10,2,19
74,87,85,81,1,77,50,43
38,86,97,54,41,79,63,74
77,44,89,47,52,52,81,16
75,75,86,94,91,63,3,19
92,75,70,88,4,35,5,16
43,41,19,85,71,37,20,46
4,18,42,84,33,75,71,92
3,51,61,5,78,58,54,22
33,77,9,97,61,42,87,42
6,3,63,84,32,60,73,95
55,12,39,99,61,8,35,81
31,83,89,64,69,69,98,69
4,55,67,76,24,98,47,77
68,39,21,47,2,56,74,79
85,38,23,24,15,11,96,60
91,4,14,21,18,21,42,1
41,83,73,19,43,12,72,51
61,96,67,55,58,70,72,20
84,80,89,68,51,74,77,52
54,32,19,86,97,45,48,79
86,24,92,40,57,62,84,43
64,94,44,30,37,6,17,50
34,16,9,30,24,96,78,62
89,54,65,35,43,39,56,41
69,14,46,92,51,9,49,52
99,58,39,96,78,94,11,99
52,26,30,9,66,39,26,5
9,43,85,21,25,96,29,30
68,73,72,24,30,33,53,14
13,53,76,98,7,81,73,54
69,72,74,13,18,31,7,96
38,15,45,78,64,3,71,63
76,96,39,64,26,82,66,70
69,45,8,77,6,75,38,95
17,53,2,5,6,78,35,6
5,80,65,94,95,38,32,20
78,1,24,58,34,41,60,27
26,1,82,60,36,9,16,67
59,55,47,55,31,46,9,23
88,22,25,90,55,9,5,5
43,91,51,77,39,74,78,90
41,20,76,70,5,53,57,26
97,39,27,8,47,21,1,92
54,6,51,91,56,99,39,86
19,53,20,52,6,83,89,19
33,35,97,46,2,32,77,34
46,16,40,72,65,89,91,94
97,1,45,40,99,21,6,28
60,10,20,69,17,9,85,96
93,89,47,82,35,17,39,21
72,11,64,44,76,33,38,87
90,48,32,74,56,74,70,91
8,8,98,1,64,2,30,8
95,78,22,37,59,26,54,40
56,72,96,58,37,48,94,8
38,74,52,61,52,75,66,5
89,6,99,6,44,73,16,74
15,1,11,68,27,78,1,64
15,43,36,54,28,40,32,60
20,27,78,17,51,97,70,20
91,24,79,40,81,11,86,64
8,17,80,23,36,62,27,27
24,3,84,14,1,61,12,7
32,43,54,57,1,21,22,63
82,68,99,24,44,89,78,3
7,21,75,96,87,43,61,71
95,89,79,60,40,4,29,30
11,91,36,79,80,44,3,23
36,95,8,52,55,37,71,70
55,15,60,30,82,57,70,92
62,51,44,80,67,72,79,93
69,15,83,40,78,13,36,93
12,93,49,7,12,54,4,33
58,41,9,39,39,13,27,68
56,88,36,65,72,87,19,97
52,56,49,30,48,29,52,57
82,49,90,71,36,33,63,40
67,1,13,90,72,63,70,8
90,49,29,86,20,37,12,24
30,16,15,32,71,72,5,8
37,57,18,89,63,6,80,1
98,15,69,50,52,19,5,35
79,70,96,52,62,35,65,53
49,68,57,38,2,30,90,15
42,1,34,28,62,2,17,73
22,37,88,15,91,45,92,22
10,58,74,99,67,65,27,23
70,14,49,30,76,82,5,32
14,51,59,40,52,39,66,36
38,6,69,87,81,65,7,22
58,26,61,97,88,16,49,89
31,50,70,92,97,73,31,35
57,24,59,16,17,11,49,61
6,58,34,89,62,31,51,40
82,33,65,92,85,35,22,51
67,40,86,87,95,99,31,61
20,1,20,71,90,44,26,38
12,1,69,23,25,42,33,12
2,15,96,85,43,8,9,56
65,53,58,97,84,6,75,78
60,20,45,4,34,79,99,2
11,68,82,75,33,24,8,9
45,10,14,92,73,58,50,44
33,65,22,99,91,57,44,64
93,96,87,58,87,76,23,53
23,57,25,47,71,9,23,50
71,5,44,83,95,80,70,46
16,66,57,83,74,85,23,10
42,37,88,52,96,47,2,56
69,30,73,67,13,37,95,39
14,57,56,11,65,60,10,30
30,61,44,65,29,67,10,55
58,17,96,72,87,75,51,72
19,84,71,44,37,23,51,61
50,57,14,64,34,88,75,31
67,54,40,81,34,94,16,14
39,7,57,96,4,71,39,70
6,39,48,96,59,6,27,92
76,48,19,85,89,33,15,40
84,36,45,2,91,60,16,26
64,18,89,56,94,21,76,15
33,17,47,65,64,44,78,1
39,33,77,99,11,49,18,29
25,88,94,97,64,24,36,84
2,75,99,40,64,79,46,75
55,36,24,90,94,67,10,30
40,79,34,58,22,14,92,24
8,23,88,30,97,43,48,56
48,82,33,59,28,65,46,87
63,13,44,38,58,54,59,79
41,47,43,57,89,93,68,69
48,81,90,85,45,26,66,88
32,89,17,7,29,18,24,21
27,92,54,81,28,34,33,52
40,45,94,84,96,74,38,6
56,25,28,86,41,58,20,98
23,33,21,77,68,83,88,60
32,71,78,14,73,58,17,38
68,32,79,62,52,65,15,88
2,2,61,10,98,26,33,10
87,89,87,60,77,36,18,96
95,95,65,9,63,49,86,8
24,66,29,1,34,86,16,86
77,83,39,12,20,70,90,25
77,50,89,19,39,10,31,23
89,34,64,1,73,93,31,11
82,6,59,21,92,6,73,85
35,50,20,58,31,64,90,92
31,27,59,76,47,14,19,47
3,70,41,31,18,70,14,69
58,59,25,69,76,45,50,19
75,25,3,14,80,8,95,66
91,62,4,91,29,90,21,51
93,58,25,70,77,86,43,93
27,68,7,19,78,61,60,92
63,18,89,74,97,4,36,7
70,95,31,38,54,81,44,29
60,19,15,35,44,40,24,12
61,84,42,2,9,7,31,20
28,91,39,81,97,25,71,59
79,92,45,75,27,17,6,91
87,17,5,16,37,77,66,16
65,24,35,63,12,48,87,36
15,41,26,71,20,58,61,20
35,81,92,46,43,63,2,94
18,68,36,31,42,1,50,67
14,44,27,35,96,63,66,2
70,29,26,41,67,8,52,35
50,17,73,8,64,59,45,16
22,94,57,62,12,81,5,98
81,92,38,55,1,82,40,49
70,66,85,32,26,61,6,37
64,41,65,63,54,26,27,24
41,82,17,53,17,93,90,52
42,79,70,13,15,68,81,23
6,78,73,98,72,79,5,93
35,44,13,74,90,41,91,29
67,1,22,48,49,40,53,37
59,11,33,47,52,88,50,93
13,60,93,82,61,32,83,13
18,61,80,70,69,91,96,92
24,68,81,33,63,30,15,35
2,88,99,40,77,22,3,85
98,14,44,89,64,96,78,20
32,47,7,83,43,76,77,28
46,91,49,73,15,39,33,70
32,75,68,77,80,50,35,23
69,37,82,90,39,80,91,10
76,60,31,72,56,7,73,44
88,46,18,3,6,46,64,89
96,24,20,85,2,8,43,3
95,28,77,14,19,38,56,26
15,88,81,57,90,10,65,31
63,57,93,10,24,16,54,20
99,26,24,71,51,37,25,21
60,14,17,20,19,85,47,89
46,97,51,27,90,72,48,68
19,99,57,1,26,70,84,75
92,78,46,98,50,30,80,38
9,41,44,28,70,40,10,85
69,55,44,94,43,19,51,59
15,60,2,60,39,75,86,13
54,88,26,84,26,56,82,35
87,45,67,94,86,41,17,28
14,13,9,80,52,49,42,45
76,16,66,42,76,48,35,58
87,76,23,63,29,46,10,2
73,19,72,68,92,28,90,17
17,73,4,3,56,87,50,50
49,75,40,14,2,44,81,79
83,23,69,22,99,60,54,8
80,15,54,66,28,99,43,90
88,54,91,81,75,61,67,94
13,85,23,77,35,42,46,52
99,54,42,65,33,86,77,61
26,8,3,59,94,95,80,29
97,97,3,48,27,67,56,3
34,72,35,11,13,93,41,79
55,39,26,16,74,44,91,2
74,7,42,79,93,43,47,70
90,71,77,34,89,39,2,12
66,56,41,41,23,19,60,99
98,36,26,37,20,93,83,28
40,4,14,62,47,41,3,72
50,9,26,16,47,16,42,89
28,63,53,8,7,95,98,32
45,55,4,82,3,59,24,71
40,60,55,4,83,50,11,19
73,29,45,50,13,76,35,63
73,18,57,86,93,74,76,3
69,70,7,62,41,65,9,47
31,74,88,15,28,3,65,72
64,59,22,22,57,79,23,81
45,66,57,56,42,53,35,36
8,51,27,13,14,78,26,99
59,73,54,58,90,31,21,2
23,44,70,40,73,87,77,32
19,82,58,96,21,74,35,39
64,98,27,30,53,70,18,27
56,94,33,42,18,62,97,64
44,16,15,7,5,21,30,34
23,23,58,37,34,67,1,11
44,40,44,38,96,95,69,15
11,17,76,29,85,33,52,75
78,29,97,5,92,94,83,65
52,32,44,73,54,2,92,36
35,83,64,76,75,37,62,55
89,2,61,96,36,4,39,88
5,13,1,56,18,99,6,2
16,88,27,88,6,98,58,53
75,82,91,63,30,64,60,21
15,4,72,63,74,71,22,21
82,77,73,7,29,79,5,20
8,8,43,43,41,45,13,18
3,42,70,16,5,22,7,55
46,81,76,45,37,96,52,16
17,88,36,34,31,95,28,42
32,63,48,14,39,17,36,22
86,49,24,1,64,14,52,64
70,66,62,63,43,8,5,71
18,4,5,72,41,88,10,27
54,29,28,68,14,45,43,58
22,9,85,70,39,32,61,82
21,39,4,18,45,42,41,61
30,73,74,27,60,81,63,66
24,5,5,24,21,21,73,96
85,9,34,6,50,89,53,3
51,81,53,42,96,49,6,31
26,7,43,30,75,87,4,33
20,11,97,22,20,31,51,31
25,28,72,61,42,82,58,50
30,74,36,51,45,12,37,94
14,80,27,85,61,33,42,74
46,20,98,84,99,19,43,66
44,74,80,57,58,85,82,89
64,59,5,87,19,31,88,22
57,20,98,71,75,71,66,21
69,2,22,37,54,14,71,66
77,38,44,50,58,48,80,56
4,6,79,28,57,47,15,17
91,6,59,26,98,54,21,7
76,6,62,15,69,87,31,15
84,46,50,49,43,67,16,48
8,43,14,25,91,66,1,75
81,92,15,74,4,3,90,46
77,94,3,85,89,92,63,10
55,48,81,97,65,85,85,55
91,50,63,85,59,16,31,36
78,40,33,22,53,97,43,51
93,38,15,96,57,22,37,86
81,66,84,96,71,30,42,61
42,69,23,55,71,73,70,41
55,7,80,35,43,94,39,88
94,64,70,95,42,80,68,26
75,38,26,83,49,98,55,86
17,58,10,70,25,55,16,72
79,39,57,69,69,51,33,3
55,80,65,89,34,57,1,86
76,18,25,38,97,58,69,82
77,11,5,45,65,63,1,42
84,95,25,4,68,95,2,86
17,3,81,53,62,89,67,63
30,88,24,92,64,59,63,7
89,40,13,74,71,51,2,5
21,44,54,93,92,9,15,29
76,54,72,23,10,39,68,4
51,85,98,84,47,19,15,18
95,21,26,76,4,97,26,17
26,80,94,11,99,33,11,98
76,53,74,7,25,59,75,25
93,31,95,52,40,12,56,8
46,22,21,53,84,75,97,74
50,66,85,48,83,74,49,20
5,54,58,87,50,52,85,40
60,57,76,34,46,57,2,31
11,2,35,89,94,90,23,61
92,56,32,61,42,89,21,79
18,33,90,34,6,18,66,48
92,22,29,58,8,30,62,41
2,29,41,33,19,11,17,95
8,4,66,96,47,43,93,20
93,47,3,66,87,2,64,52
70,79,77,22,95,42,91,26
15,6,71,43,56,75,68,39
57,1,23,11,61,55,55,74
13,68,34,9,28,60,71,54
26,59,50,66,70,24,71,99
85,67,85,75,12,50,12,52
30,94,77,76,94,31,51,59
83,1,8,61,63,20,59,66
23,98,33,89,58,73,23,79
1,48,81,76,65,48,50,33
37,52,29,11,45,30,6,45
53,73,12,70,25,21,26,97
96,78,4,54,96,35,1,21
7,7,84,8,76,27,17,60
90,73,90,96,89,85,57,6
40,40,1,56,87,32,9,12
94,10,61,76,84,76,73,87
11,78,67,43,26,86,89,39
80,17,28,85,11,12,71,12
58,98,25,90,66,74,11,70
81,89,94,56,85,46,73,55
63,2,52,74,1,21,25,67
25,8,81,35,67,22,27,75
8,28,52,44,97,41,93,6
63,91,12,37,22,17,22,13
98,85,56,93,52,18,18,29
88,58,89,1,41,29,72,13
31,17,38,49,90,13,13,55
77,51,51,97,41,17,65,39
65,50,32,81,83,77,88,68
29,56,45,49,69,96,87,64
59,24,49,46,30,93,79,49
17,46,31,78,99,52,88,62
89,81,45,95,13,25,51,57
38,77,67,36,31,92,13,51
54,64,95,61,55,25,23,11
89,78,10,44,20,3,51,86
43,26,57,9,44,1,77,97
98,53,65,64,1,72,81,42
37,39,18,73,89,34,42,15
61,52,61,3,64,59,17,79
42,37,83,85,95,4,35,6
95,62,35,93,54,30,84,84
34,90,97,49,25,87,5,82
16,73,25,46,12,63,64,52
72,44,88,58,77,70,9,90
26,92,10,91,21,70,55,94
36,48,46,57,58,4,1,70
19,50,63,29,55,91,18,21
38,24,75,69,32,11,67,70
14,28,62,68,67,18,44,33
86,49,4,36,20,6,59,49
14,3,75,53,61,43,34,45
4,76,72,95,46,92,41,90
1,52,52,83,37,61,85,4
89,72,37,86,78,50,40,56
27,62,63,74,12,65,70,29
16,93,18,47,54,47,93,55
50,82,99,42,38,63,16,40
91,34,82,89,70,68,59,94
59,71,75,50,3,75,6,48
42,36,79,96,98,66,95,31
98,86,6,70,55,35,90,55
39,79,73,43,81,88,24,54
55,18,66,60,59,62,44,22
37,91,46,63,15,11,8,11
62,56,63,17,78,48,6,25
62,98,49,61,92,58,53,48
49,46,69,66,60,24,15,19
99,22,70,85,9,78,95,51
81,72,60,1,49,30,26,52
98,39,51,95,69,6,47,43
51,20,2,93,55,47,6,14
39,8,28,61,14,45,28,85
51,58,14,25,87,69,35,20
19,2,75,22,67,65,92,87
13,4,80,76,26,51,99,13
96,52,80,49,58,87,4,61
36,58,39,76,65,64,78,25
54,85,86,4,83,19,94,17
36,87,14,72,16,31,24,9
22,33,80,37,6,89,43,7
64,50,32,40,84,77,64,32
30,16,97,40,98,73,18,6
77,23,70,34,25,51,40,71
32,32,1,99,70,15,33,97
39,33,29,80,79,81,72,66
1,32,69,17,39,45,15,57
87,51,50,93,40,37,68,65
55,53,48,50,33,98,24,53
74,47,51,25,65,2,65,88
70,71,17,60,15,94,54,10
80,55,39,42,21,4,82,67
17,73,58,10,21,91,23,32
60,85,16,73,80,28,20,59
21,7,91,78,64,40,31,87
94,27,2,74,9,17,45,30
28,76,73,14,67,80,62,1
59,71,29,98,95,47,48,90
18,27,28,93,73,30,82,38
46,12,46,6,33,9,85,61
74,53,71,7,14,19,92,23
93,28,78,50,35,48,29,17
73,90,16,21,49,90,62,84
79,82,79,82,76,84,32,73
99,12,63,8,88,30,86,41
79,4,98,44,72,81,17,31
51,68,15,19,9,94,92,27
9,49,94,16,51,40,41,51
53,3,77,66,70,21,53,29
25,78,53,68,39,51,90,96
72,11,34,91,25,39,62,7
77,56,45,93,6,98,78,55
61,67,89,20,28,86,63,14
42,56,98,75,25,95,2,15
61,1,91,86,53,64,30,4
6,52,40,69,30,5,12,60
68,13,27,84,12,68,86,40
96,42,98,47,16,80,64,22
70,14,11,12,54,43,67,2
82,50,85,81,91,60,9,27
22,14,91,97,35,8,93,97
68,60,65,4,34,51,76,2
9,33,84,88,99,28,26,58
88,59,46,99,74,7,9,40
57,91,30,52,40,58,79,47
87,25,64,6,74,54,30,90
72,28,71,77,17,46,55,98
34,26,61,35,33,77,18,6
24,91,1,76,41,64,79,16
44,96,65,52,11,23,78,65
98,76,3,70,41,58,88,2
94,31,31,17,98,14,71,12
30,34,5,34,56,14,56,29
71,84,93,33,4,58,63,21
54,70,79,54,29,93,64,44
98,71,81,97,39,10,28,91
8,17,41,65,90,16,67,37
6,49,90,14,20,51,31,32
35,98,18,56,81,3,73,42
44,98,91,52,48,42,60,77
98,22,8,32,67,98,1,88
89,12,21,7,50,53,96,19
64,47,50,66,26,27,84,60
1,2,20,11,13,95,23,10
65,26,17,43,26,57,1,87
86,92,27,35,56,54,53,11
55,84,29,80,50,50,99,15
31,32,51,35,56,73,59,6
58,46,63,27,96,70,9,7
34,5,83,82,99,30,79,54
40,52,20,13,29,50,83,28
3,58,43,74,85,99,31,86
89,55,23,62,50,17,68,86
74,9,84,64,44,66,98,31
28,13,98,73,6,71,7,21
47,86,69,87,94,77,95,60
80,15,36,55,49,99,47,38
37,69,10,81,41,48,83,56
81,1,2,79,80,16,23,95
66,66,38,56,49,98,71,42
95,43,69,93,87,72,52,7
42,61,26,81,14,69,53,74
83,19,93,99,94,10,22,44
83,74,16,10,87,1,32,21
48,97,14,61,30,39,85,95
6,96,27,48,88,31,2,20
35,57,64,34,94,71,16,76
86,68,34,82,55,84,36,99
92,43,33,11,44,39,32,92
67,71,4,42,4,54,28,87
51,2,79,74,54,37,98,42
2,45,32,24,4,52,11,42
9,27,49,58,97,39,51,78
23,20,52,3,36,52,4,28
53,84,10,34,96,24,69,27
63,77,95,93,60,91,90,17
44,8,70,12,57,47,67,44
67,15,63,83,19,34,73,80
39,8,35,34,95,66,48,22
29,44,75,49,9,63,33,93
94,51,6,67,24,64,90,36
50,66,71,10,31,97,77,65
64,64,17,40,35,66,82,84
99,19,49,59,45,23,84,98
99,60,28,94,18,51,10,85
51,53,72,93,21,47,59,4
79,61,87,35,95,59,72,93
70,83,85,93,88,30,56,50
83,44,40,97,13,56,27,72
4,86,69,6,11,1,70,16
74,58,82,10,17,21,67,97
53,10,40,17,66,78,73,55
42,38,23,42,30,92,28,21
63,51,38,35,92,1,15,99
15,11,13,92,22,17,89,67
18,61,40,14,67,52,30,79
89,35,49,30,18,25,70,44
87,66,71,82,39,48,5,49
69,96,23,62,87,20,85,45
19,2,14,68,15,72,27,17
63,28,33,93,47,58,40,80
74,13,49,67,95,64,21,62
25,56,7,7,7,2,34,66
96,63,7,59,17,40,41,37
84,32,16,15,8,28,79,14
51,17,8,87,47,55,88,36
48,6,65,11,3,91,40,86
50,70,16,60,91,15,2,2
64,41,52,41,53,10,22,51
55,88,62,46,68,13,8,53
90,27,84,3,92,1,82,95
15,12,65,48,50,82,80,45
36,30,81,12,92,47,16,95
22,67,43,34,98,72,68,37
62,53,85,74,85,27,26,59
57,45,44,31,32,57,45,72
73,69,71,44,59,73,29,55
12,43,50,12,69,79,50,85
31,77,26,67,14,88,28,46
33,54,9,4,23,21,28,28
55,75,80,67,54,64,8,62
71,8,69,22,81,41,59,98
49,63,87,4,62,77,56,15
43,73,76,62,98,3,51,31
61,4,44,28,30,75,53,52
65,53,4,87,43,5,6,11
55,41,70,53,30,25,90,64
67,52,72,91,60,50,5,76
73,36,60,68,75,55,70,40
72,55,6,21,37,90,26,82
25,59,26,4,74,43,54,34
93,99,56,19,35,12,25,25
74,13,54,86,14,92,65,11
97,37,77,25,81,81,38,30
91,86,11,29,13,15,96,31
35,91,41,61,43,75,85,53
39,77,23,79,55,65,79,28
5,31,20,24,52,14,48,61
66,94,69,9,52,14,74,99
20,11,82,46,19,66,20,69
75,64,52,18,35,41,46,8
8,94,6,43,66,7,39,80
1,12,15,95,77,14,78,49
69,33,21,51,72,89,86,50
32,67,88,11,42,32,55,57
5,61,99,32,20,34,29,35
55,5,52,8,14,94,43,38
80,99,64,21,22,24,16,52
90,65,65,98,84,84,73,69
63,28,90,63,46,83,94,37
73,63,56,24,52,51,29,68
32,63,46,46,89,77,23,51
35,47,2,32,56,54,22,30
15,53,81,32,41,40,72,22
36,30,2,21,92,75,8,51
88,79,17,31,31,47,78,50
72,20,45,20,42,61,79,14
71,76,54,66,38,67,79,29
65,6,9,2,33,70,18,17
91,79,39,98,31,7,83,47
92,29,16,62,82,25,6,64
47,67,1,67,86,19,27,94
15,72,36,88,65,72,51,88
24,43,65,35,78,12,7,80
95,15,89,52,97,57,55,53
79,36,85,30,45,72,36,30
51,65,74,59,62,40,71,61
47,22,88,66,25,95,76,84
33,67,54,26,13,93,75,52
19,79,33,77,53,56,86,40
72,75,58,39,37,6,9,31
61,86,50,33,17,34,6,37
17,36,36,77,93,36,84,31
64,60,51,45,89,76,46,98
3,92,12,61,59,54,54,77
49,98,78,32,43,71,49,36
15,90,10,77,8,15,5,76
96,54,31,20,85,49,15,91
28,32,77,10,74,71,54,33
29,14,80,49,25,40,38,79
66,9,34,26,49,7,53,1
41,32,87,78,56,39,55,80
87,98,77,19,40,95,90,22
24,48,35,17,1,86,33,46
80,25,65,39,35,29,41,76
96,28,3,62,93,39,94,67
28,73,71,82,97,80,6,62
79,79,84,32,63,83,46,36
88,97,4,82,10,51,68,3
31,65,65,36,32,95,38,60
64,14,14,40,43,47,25,12
4,26,49,44,92,56,78,60
77,64,82,39,81,55,40,81
33,16,22,58,61,97,62,83
29,69,98,91,90,62,59,57
70,24,44,39,64,38,11,75
64,24,71,11,84,80,53,75
49,8,77,30,45,13,25,23
46,66,86,80,70,15,98,8
44,93,34,66,44,78,52,10
83,22,59,26,20,76,38,10
97,98,3,86,84,10,72,15
29,45,2,37,92,25,47,17
67,33,95,68,50,19,66,65
26,3,93,84,90,67,63,73
23,96,59,8,15,66,76,24
53,61,87,46,21,58,72,72
59,57,89,2,33,47,35,65
29,2,4,6,65,56,87,42
66,66,79,87,48,11,93,83
37,20,34,99,50,57,8,88
97,58,66,39,39,25,61,1
87,26,46,51,9,41,42,11
50,34,44,36,85,60,24,54
10,80,45,10,23,34,61,45
36,73,14,53,80,13,32,27
31,62,9,51,96,33,41,67
72,9,95,22,81,84,21,33
67,24,60,70,32,78,75,41
88,63,14,72,58,77,38,56
87,9,89,44,57,73,83,66
82,28,18,65,23,20,5,43
18,94,86,20,18,48,97,99
27,34,41,45,90,90,11,1
5,72,20,86,98,59,84,86
36,50,74,36,39,76,30,74
88,51,70,41,92,44,15,12
66,34,9,30,84,95,96,18
85,15,37,31,16,81,1,33
24,86,32,12,94,67,36,13
4,2,10,12,48,67,76,17
63,83,72,92,6,84,52,10
92,93,88,93,69,41,67,7
67,10,79,69,89,33,78,27
19,43,94,81,50,6,74,1
18,46,13,47,31,43,9,51
63,16,7,47,8,2,97,6
17,27,3,68,34,46,61,82
12,24,26,30,16,80,79,45
63,51,59,76,17,18,74,9
56,55,83,96,99,94,16,31
31,8,9,36,78,60,69,27
56,5,89,26,25,14,92,39
16,98,77,96,96,92,80,30
92,8,42,65,43,7,7,31
81,23,33,92,65,10,31,3
58,25,68,85,66,60,71,26
24,43,19,48,71,38,28,85
82,23,44,43,55,37,91,90
38,84,26,98,38,62,61,11
29,81,13,4,60,95,39,75
45,96,66,99,57,83,17,31
2,81,71,33,54,25,42,89
64,50,58,5,22,37,46,59
54,22,31,67,57,80,72,79
1,15,45,46,52,20,74,52
25,9,78,18,63,72,23,82
44,92,40,48,29,78,17,42
13,86,45,56,55,16,60,38
55,33,78,60,33,75,83,81
3,7,30,80,24,37,97,21
80,76,68,18,67,49,71,24
75,97,79,86,72,9,42,18
94,75,75,16,92,59,37,65
58,8,26,46,74,38,52,22
35,99,94,74,95,69,40,51
97,59,17,66,30,20,7,82
59,15,3,58,65,42,91,72
12,8,37,33,11,44,69,55
18,8,73,78,29,47,67,75
41,43,5,22,63,51,9,35
50,47,42,45,13,47,78,83
68,83,62,33,68,85,15,55
52,23,8,81,40,70,47,86
43,55,31,49,13,59,65,20
61,20,65,32,57,57,93,48
18,49,93,32,99,97,22,15
50,60,19,18,71,7,41,65
57,32,27,16,62,85,13,33
50,51,6,2,69,83,90,73
37,13,28,90,72,78,26,15
35,7,32,69,26,58,7,45
69,85,83,43,76,75,2,29
39,30,42,48,31,32,42,93
89,76,16,98,31,87,73,97
1,49,73,82,81,30,42,50
70,81,42,96,44,63,73,57
77,76,99,97,81,15,62,80
63,68,43,48,14,8,98,59
25,62,8,7,4,4,11,16
85,34,19,74,9,19,93,51
3,19,67,85,65,52,56,48
19,13,50,2,52,79,86,39
37,17,94,8,71,46,70,61
24,80,81,9,1,94,64,98
8,85,12,49,36,33,15,10
57,13,41,28,62,90,2,79
21,95,29,77,75,69,63,85
5,22,84,27,66,63,78,79
96,94,80,79,42,26,43,96
42,14,56,50,63,1,4,43
37,46,58,75,34,6,90,77
60,25,72,52,20,25,17,47
4,33,88,96,92,42,75,91
14,74,66,49,19,71,9,5
68,35,99,85,9,32,92,69
25,52,58,43,79,84,74,43
1,52,70,25,89,10,95,36
40,33,92,46,45,73,73,17
63,16,54,62,18,94,42,95
89,88,91,19,69,17,51,75
40,21,45,33,36,85,50,90
98,46,74,96,64,67,23,57
29,61,65,60,86,4,12,33
65,19,79,59,42,15,72,19
32,8,38,92,78,90,13,99
49,63,16,95,45,1,39,45
55,55,49,51,96,30,47,81
6,14,16,17,22,73,54,67
31,35,4,56,7,56,32,62
35,7,29,67,69,57,47,47
88,17,36,95,21,50,72,71
29,58,80,59,68,73,23,38
23,47,73,14,68,87,29,53
5,97,73,33,95,53,88,76
82,91,90,56,99,72,22,84
93,84,64,30,77,32,17,2
95,14,22,94,6,75,98,20
75,97,72,87,81,69,82,7
12,10,31,15,92,8,12,45
42,7,16,67,27,67,47,47
5,7,5,33,22,59,11,44
42,34,73,70,6,92,11,87
54,15,85,13,20,26,12,76
75,35,14,14,34,76,11,26
22,35,82,16,8,91,90,72
18,6,31,13,28,55,23,74
48,95,10,7,76,34,75,55
50,53,94,30,10,80,59,61
23,67,46,47,6,28,91,5
51,49,9,63,29,62,91,7
90,28,82,60,88,99,15,59
15,94,4,82,95,90,23,50
11,61,47,79,24,11,17,95
92,38,69,28,18,21,15,6
87,14,88,1,39,29,17,20
68,38,75,69,76,78,50,1
95,87,60,5,91,95,82,70
93,61,52,98,4,26,57,48
55,17,74,32,24,74,2,6
60,31,23,59,81,95,18,33
51,93,67,11,17,55,63,61
6,29,43,54,47,6,30,4
25,21,63,89,53,6,99,14
50,80,21,12,94,88,63,44
64,37,35,37,98,47,5,67
96,70,65,85,92,25,75,43
63,35,75,82,23,36,5,17
81,2,56,52,96,33,62,24
29,41,73,21,98,72,65,30
91,84,12,50,55,58,80,67
16,14,95,39,62,58,43,9
49,5,1,95,87,78,70,61
89,2,55,36,27,27,96,8
79,27,15,67,1,77,85,27
28,29,65,91,68,60,39,70
75,37,92,83,95,28,24,84
48,13,32,65,78,66,36,27
82,4,4,43,75,23,73,80
70,83,77,84,93,16,2,58
38,23,32,57,89,59,34,16
22,58,56,89,35,15,15,12
96,30,81,30,94,7,94,80
50,24,62,66,66,10,90,88
5,30,93,50,99,66,64,87
41,85,38,81,54,89,91,63
90,38,16,73,22,6,10,33
81,38,88,73,19,59,97,97
83,18,42,49,87,3,74,61
93,15,81,15,60,47,14,31
52,34,76,53,78,18,86,25
28,31,71,89,93,17,3,58
66,59,85,18,17,75,16,96
62,43,84,71,7,15,66,26
85,77,72,28,75,47,27,69
39,11,94,14,87,38,55,75
49,80,81,9,25,51,48,68
70,7,98,91,1,1,92,70
75,97,14,37,45,66,31,2
21,16,65,92,97,53,21,20
49,13,39,55,19,32,63,82
22,54,27,50,67,57,4,94
